fid,x,y,brand
1.02E+11,-3.747556686,-54.00028992,Paramount Hotel Times Square New York
1.94E+14,-3.656302452,-57.91923523,The Ritz-Carlton  Hong Kong
49535534412,-11.11962891,-45.53994751,Hyatt Regency Indian Wells Resort & Spa
6.66E+14,-16.44921112,-41.16675568,Hotel Figueroa
3.39E+14,-16.93117714,-56.02254868,Salamander Resort & Spa
5.40E+14,-6.845925808,-21.41829681,"Metropolitan by COMO, Miami Beach"
1.84E+14,-8.116546631,-56.15556717,Turnberry Isle Miami  Autograph Collection
10127766782,-14.72977066,-39.27148056,Clift Hotel
1.57E+11,-12.96103859,-43.17536926,Dolphin Bay Resort & Spa
5.14E+14,-16.16690826,-62.88286591,Thompson Chicago
44410616291,-1.823435903,-51.71883774,Affinia Hotels
43039921778,-9.955392838,-59.72456741,High Peaks Resort
1.28E+14,-51.78066635,-19.51769447,French Quarter Inn
2.02E+14,-12.65081501,-56.13649368,Embassy Suites by Hilton Orlando Lake Buena Vista Resort
4.66E+14,-0.031874541,-51.39539719,The Knickerbocker Hotel
1.43E+11,-8.014595985,-56.73843765,The Raleigh Miami Beach
98007263384,-2.17546916,-54.48098373,"The Standard, High Line"
42428493287,-12.40238476,-55.05972672,The Woodlands Experience
49294483822,-6.903800964,-66.77892303,Grand Hyatt San Diego
51393449797,-8.701144218,-67.2875824,Westin Kierland Resort & Spa
2.05E+11,-4.61947155,-56.80752182,Four Seasons Hotel Washington DC
2.31E+11,-13.64188194,-43.55082321,The Westin Mission Hills Golf Resort & Spa
2.76E+14,-18.11522865,-39.75733948,B Resort & Spa
1.19E+11,-12.10514069,-2.952791929,Massage Envy (Verified Page)
2.74E+11,-16.40312767,-55.28645706,Kingsmill Resort
1.50E+14,-9.010824203,-55.49073792,B Ocean Resort  Fort Lauderdale
48662577661,-17.55000114,-58.973423,Grand Traverse Resort & Spa
23529809552,-6.449429989,-55.49267578,Shore Club
1.46E+14,-11.99451351,-59.5484314,Rodeway Inn and Suites Fort Lauderdale Airport Cruise Port
2.65E+11,-13.50998974,-41.44874191,Hilton San Francisco Union Square
2.23E+11,-11.45387936,-54.41287613,Newport Beachside Hotel and Resort
1.50E+14,-12.66747379,-61.30743408,Holiday Inn Express Hollywood
3.05E+14,-13.59244919,-57.45423126,Pueblo El Mirage RV & Golf Resort
1.00E+14,-13.2366581,-53.22498703,The BodyHoliday
33751139289,-16.7384758,-54.56087112,PGA National Resort & Spa
60781909552,-15.52272797,-63.34083557,Hyatt Regency McCormick Place
2.84E+14,-50.98421478,-19.97620583,The Alfond Inn
77525084517,-3.455985546,-54.38833618,Waldorf Astoria New York
2.06E+11,-10.18886185,-45.42603302,Four Seasons Resort The Biltmore Santa Barbara
1.24E+14,-38.50792313,-10.32849407,Hilton Scranton & Conference Center
88005388488,-15.39197826,-55.11059189,The Westin Hilton Head Island Resort & Spa
2.50E+11,-0.582827091,-55.47438431,Hotel Indigo Long Island - East End
4.71E+14,-6.860892296,-55.34814835,EAST  Miami
3.91E+14,-10.16849136,-43.31919479,Loews Hollywood Hotel
1.85E+14,-5.811973095,-52.20214844,YOTEL
72587142991,-15.51846695,-38.45721054,Hyatt Regency San Francisco Airport
3.01E+11,-1.041422129,-50.81320572,Gild Hall  a Thompson Hotel
2.07E+14,-8.191876411,-54.70051956,Freehand Miami
1.73E+11,-10.18632412,-56.33942032,Reunion Resort
61948168577,-12.21795177,-57.55836487,Country Inn & Suites - Williamsburg East
64375656775,-4.013784885,-68.82210541,"The Standard, Hollywood"
1.41E+11,-10.32266521,-55.04575729,The Condado Plaza Hilton
2.03E+11,-18.14785004,-39.80071259,Pullman Miami Airport
93910562655,-12.14101028,-61.23357391,Hyatt Regency Dallas
90120237520,-2.680958986,-59.41962433,"Mandarin Oriental, Las Vegas"
6.15E+14,-13.53356457,-61.17619705,Grand Legacy At The Park
3.20E+14,0.526794672,5.481675625,RXBAR (Verified Page)
1.03E+11,-12.64967823,0.906755328,New York Stock Exchange (Verified Page)
5.33E+14,-9.5521698,32.8210144,tokyobike New York
1.76E+14,23.10004044,35.37505722,Addictive Desert Designs
4.63E+11,56.32173157,-9.443299294,Official Gaspari Nutrition®
68880582089,53.61065674,-8.430164337,life'sDHA
1.15E+11,54.83660126,-8.296131134,Force Factor
34513493785,53.48128891,-8.333575249,Savings.com (Verified Page)
1.49E+11,53.44774246,-8.2462883,Forever Living Products
1.10E+14,53.02923203,-7.837598801,Quest Nutrition (Verified Page)
3.29E+11,52.22632599,-8.997207642,CouponChief.com
1.97E+14,53.09027863,-9.590022087,Fresh Express Salads
1.45E+14,53.60673904,-8.35914135,SavingStar
1.30E+14,53.96835709,-9.172253609,SmartyPants Vitamins
97030252750,53.3917923,-8.398716927,Detour Protein Bars
1.60E+11,53.32082748,-8.276039124,Chunky Soup
2.45E+11,55.77458954,-9.200491905,Aura Wellness Center
1.81E+14,54.49839401,-9.49050808,Completely Coupons
64018913425,-20.11526108,18.60069275,Beachbody
22277123230,18.64429283,0.179301873,The Vitamin Shoppe
96401852594,54.10633469,-8.546947479,Vitamin World (Verified Page)
1.37E+14,53.73692322,-9.243017197,Saving My Family Money
2.16E+11,53.62691879,-8.088657379,Absorbine
42706013001,38.14934921,-17.1259594,Liquid Force
1.11E+14,31.41885757,-5.979824543,Nutrilite Thailand Exclusively from Amway (Verified Page)
1.43E+14,8.307044983,15.44739056,Bowman
1.22E+14,3.649710417,-28.41984177,Travel Astoria-Warrenton
2.16E+11,4.886693001,-24.82774353,ZAMST
2.02E+14,11.07052326,-22.11743164,Greg Norman Collection
3.52E+11,9.17036438,-22.51827049,Schutt Sports
1.70E+11,24.2471199,36.64583969,Extreme Turbo Systems
2.24E+11,-19.58350754,-43.45780563,Comfort Inn Splash Harbor (Bellville  Ohio)
1.20E+14,15.36956787,-31.4567852,Sage Fly Fishing
2.89E+11,6.10049057,49.28754044,RockyMounts
2.07E+11,0.234461188,44.46226883,Nabisco Cookies
1.22E+11,2.976593256,63.77864838,New Balance Los Angeles
3.59E+14,13.45467186,34.10069656,Pardi Duck Calls
1.56E+14,-8.207962036,53.59766388,FreedomPop
56409284212,3.31752634,-3.874043226,BJ's Restaurant and Brewhouse
2.80E+14,-8.022867203,-46.19013214,Ace Hotel Downtown Los Angeles (Verified Page)
1.23E+14,10.70100498,33.13412476,Magpul Industries Corp.
5.68E+14,-37.37211609,-22.22904015,Dusit Thani Guam Resort
1.11E+14,-2.386507034,-30.36269188,Odyssey Cruises - Washington DC
97237531839,-2.786988735,50.68687439,TekLinks
1.67E+11,-5.066035271,57.46086121,GE Appliances
2.20E+14,21.95051956,35.86451721,Motopeds
1.38E+14,5.207788944,43.99357224,Denver Tent
2.66E+14,15.37519836,-31.39216805,Thomas & Thomas Fly Fishing
54004375816,12.89944839,33.38082886,Benchmade Knife Company
2.56E+11,11.03227043,-28.0568676,Performance Designs
1.98E+11,5.042293549,18.05473328,Keurig
1.50E+14,1.009595037,-29.89744759,Dream Yacht Charter
1.05E+14,23.58598709,35.31836319,Edelbrock Performance
3.51E+14,6.418329716,43.29152679,Brushpile Jigs
2.03E+14,13.05986404,34.16825104,Dixie Precision Rifles  LLC
2.90E+11,0.992593169,27.67730522,Eagle Communications
3.26E+14,17.45944595,34.65324402,Goodyear Farm Tires
3.20E+11,29.15179634,37.89242935,CCW Forged Wheels
1.71E+11,9.146085739,-22.57386017,Riddell Sports
1.15E+11,6.407228947,-24.89833641,ASUS
26275263336,9.686156273,-31.57787895,Costa Sunglasses
2.79E+11,2.384391308,-30.31913185,US Virgin Islands Hotel and Tourism Association
37168748745,-7.334387779,4.541775703,Sweetwater (Verified Page)
75426880393,12.20156956,-32.43278122,Kokatat
1.66E+14,11.95186329,-28.28212166,ROKA
81219804059,9.378071785,-27.98900032,St. George  Utah
1.23E+11,3.962324619,-28.30771446,Visit Prescott  Arizona
1.82E+14,2.95542264,-30.50917244,Go Touch Down Travel & Tours
2.00E+14,4.224874496,-28.63036728,Johnny Jet
1.44E+11,1.004516244,-19.91870308,Liberty Helicopters
72481795791,10.62409592,-25.82305145,Discraft Ultimate
1.18E+14,10.56568909,-31.80453682,Walls Outdoor Goods
66071290947,10.50272846,-28.06062698,Aqua Lung
1.56E+11,-14.66008854,37.6123085,PODS
3.23E+14,-11.62871933,5.823007584,TD Ameritrade
2.33E+11,-7.882338524,20.85175514,Kumho Tire USA
1.31E+11,2.72831893,-25.57521057,Smithsonian Journeys
8219388517,3.560232878,-32.61214447,Sunsail
2.36E+11,2.587526083,-30.10897064,Footloose Charters (Verified Page)
1.06E+14,1.929081798,-26.41017151,St Ignace Visitors Bureau
1.51E+14,2.794551849,-25.09702682,Peter Sommer Travels: Expert-led Cultural Tours and Gulet Cruises
3.60E+11,3.794282913,-31.31520271,Le Boat (Verified Page)
1.33E+11,3.993556738,-30.62379456,The Wayfarers Walking Vacations
1.22E+14,8.033687592,-31.01878738,Cramer Products Inc.
1.53E+11,0.928316891,-31.84036064,Virgin Vacations
3.41E+14,4.149718285,-24.93796349,Casablanca Express
22833929554,-7.418106556,1.298868179,Crutchfield
85032399061,-1.83290863,-30.37469482,Spirit Cruises Baltimore
1.81E+14,12.02393246,-26.50842476,Naish Windsurfing
3.99E+11,13.97227859,-28.72349548,Trek Travel
3.76E+11,3.622848988,-30.83077431,Quasar Expeditions
1.46E+14,2.431167364,-28.9210186,Cowboy Magic
4.14E+14,2.335130453,-29.68307686,Voyage charters
1.57E+14,4.794443607,-29.65041351,Bateaux New York
3.88E+14,2.474471569,-25.5590992,The Luxury Travel Expert
5.90E+14,3.649139881,-29.83037186,The Registry Collection (Verified Page)
1.95E+14,-19.11508179,34.17068863,Painting with a Twist (Verified Page)
1.12E+11,-32.27515411,30.66869926,BehrPaint
1.56E+14,4.307105064,-24.74830818,Eurotard Dancewear
1.63E+11,35.95213699,-1.268627286,Alo Yoga
58548509455,32.71158981,1.059074283,Chopra Center
3.05E+14,11.64520645,-4.983374119,YogaOutlet.com
1.44E+14,-30.27347565,-9.107065201,Magento
1.91E+14,3.31948638,-24.02625847,Bloch Dance USA
17190057868,21.08769226,-3.111769199,Steve Madden
1.98E+11,-0.038935363,-44.08234406,Old Chicago
1.74E+14,-0.065256521,-44.09486389,MeUndies (Verified Page)
1.21E+14,-2.622124434,-51.31645584,NYLO NYC
1.24E+11,-0.578594148,-43.87688065,Caesars Atlantic City Hotel & Casino (Verified Page)
3.99E+14,-32.90410233,-20.14954376,China Southern Airlines - America
30512907103,-41.35061646,27.73961067,Fanatics (Verified Page)
3.41E+14,-0.370226592,-44.05105972,PORCELANOSA
1.14E+14,-45.13835526,-28.92334175,W Chicago - Lakeshore
2.60E+14,-53.10125732,-6.420298576,Hotel Los Gatos
1.37E+14,-3.866362333,-2.256710529,Old Trapper Beef Jerky and Smoked Snacks
1.07E+11,-2.53490591,-2.311946154,Turano Baking Company
1.05E+14,-8.702804565,2.271846294,Farm Rich
24641612604,-3.416382074,-1.873988748,Georgetown Cupcake
1.94E+14,-8.615693092,1.531851292,Bare Snacks
2.71E+11,-3.428209305,-0.924199402,Utz Snacks
1.17E+14,-8.135948181,0.687614083,Pillsbury Baking (Verified Page)
40028693028,6.843492031,6.982060909,Sprinkles Cupcakes
1.63E+14,-10.6033783,5.365599632,Welch's Fruit Snacks (Verified Page)
2.07E+11,-3.501112223,-1.388293743,KIND Snacks (Verified Page)
2.06E+14,-0.840089917,8.041948318,WiFi Family
1.21E+11,39.74158859,-23.19639778,Meaningful Beauty (Verified Page)
3.44E+11,38.56731415,-22.36545372,HolaAmerica
38106590838,47.92905807,-27.42588425,POM Wonderful
1.47E+11,41.89506912,-23.58454704,Bumble and bumble. (Verified Page)
96825198120,43.23893738,-20.30698395,SkinMedica (Verified Page)
7917027161,42.71346283,-20.06422234,Smiley
1.04E+14,47.03181076,-29.73593712,Royal & Langnickel Makeup Brushes
35888984712,48.76199722,-40.60917664,Nature Made
2.16E+14,38.84142685,-22.4598732,Fastv
7.21E+14,49.85190582,-20.39461327,Multicomm
12834138445,39.80605698,2.166425943,MarriageToday
3.07E+14,-6.48431778,10.77710056,Arab America
4.82E+14,35.31838608,10.87867546,Benham Brothers
2.92E+14,43.31606293,-20.73959923,Bellami Hair (Verified Page)
1.65E+14,33.10978699,3.042397738,MetLife
1.13E+11,25.54217148,-2.878195763,New York Life
1.16E+14,47.90891266,31.22944069,The Boeing Store
1.56E+11,39.69015121,1.368482351,Healing Crystals
3.02E+11,49.72539139,32.68359756,American Greetings
1.15E+11,38.99718094,2.226116419,Crosscards.com
1.97E+14,39.66016388,2.05516243,Shared: Vintage
2.47E+11,36.00059509,-6.141522884,Nu Skin
5.30E+14,36.44515228,8.699720383,Donna Richardson
3.79E+14,39.64865875,1.275984645,Shared: Animals
1.47E+14,49.38016129,32.56546783,Citibank US
34922686580,28.86950302,-13.34039021,Marchesa (Verified Page)
1.51E+15,41.19243622,2.57560277, 
78890776294,-36.69127655,-6.2170825,NIVEA
62869253227,40.33331299,-4.345719814,Nature's Path Organic Foods
1.35E+11,35.32858276,10.44904232,Google Students (Verified Page)
49656581518,35.4240036,9.3504076,Stuart Weitzman
2.12E+14,26.37778664,-2.988293648,Stephan Speaks Relationships
98156537535,32.61664581,1.947206974,Rigby & Peller US
55341356095,31.77941513,1.768701553,Jimmy John's
42679239176,-8.172656059,-33.89875793,FlipKey (Verified Page)
21543405100,36.60860825,8.403402328,Chick-fil-A
40118983883,35.58282852,2.262327671,Bergdorf Goodman
6.44E+14,47.46340179,-30.25688934,My Makeup Brush Set (Verified Page)
3.90E+14,-7.28969574,54.54105377,Optimum
7432188085,35.40437317,10.3383007,Equal Exchange
1.12E+14,35.4118042,10.32165718,3D Robotics Inc. (Verified Page)
6431878727,35.02364731,9.237103462,The Economist Intelligence Unit (Verified Page)
3.67E+11,-42.6746788,-20.75574875,The Benjamin
8.02E+14,35.30395889,10.39906406,Cook Out
3.07E+14,35.4058342,10.59234333,Inside Amazon (Verified Page)
1.03E+14,43.50491714,-19.95880699,JustNutritive
1.47E+14,29.73591805,-11.60947037,Andrea The Hair Expert
1.74E+11,28.94338417,0.638874531,Todd Falcone - The Fearless Networker
1.42E+11,12.80294037,15.08639336,Sally Hansen
1.67E+14,38.73316193,2.330735445,Eat Local Grown
2.11E+14,35.2592926,10.35403728,Visually
76321901540,35.29520798,10.60471821,Camp Gladiator
80593611889,35.65620422,9.623781204,State Farm
1.72E+11,36.73015594,8.214148521,Together 4 Ever (Verified Page)
24902886692,43.22412109,15.08888435,Coach
1.76E+14,35.06453705,10.33962631,The Giving Keys (Verified Page)
7753384227,35.80628204,9.519597054,GEICO
35864730933,3.146829128,7.017472267,Bronner's CHRISTmas Wonderland
1.53E+14,-6.372190952,3.133220673,Wells Fargo 
1.47E+14,8.491641045,-3.425614357,HalloweenCostumes.com
27152833521,36.58124924,1.831313372,Life is Good
1.32E+11,41.54868698,-4.709318638,MaeVona - Designer Engagement Rings & Fashion Jewelry
3.26E+14,-7.775298595,2.50500536,Southern Sisters Designs.com
84599900399,-1.493711472,-2.425262928,Spirit Halloween
1.50E+14,-9.340143204,2.242179155,ArtCarved Engagement Rings and Wedding Bands
42293281278,6.502417088,-4.452100754,Engagement 101 Magazine
4.43E+14,6.101685047,-2.090830326,Birthday Girl
1.67E+11,18.73132515,-6.116551876,Ace Hardware
22370133173,34.79160309,-0.955162764,LuckyVitamin.com (Verified Page)
3.11E+11,7.75428772,-2.732361078,Sprouts Farmers Market
1.18E+14,42.79121399,-30.54136086,My Coke Rewards
1.30E+11,36.4967308,0.911077619,ALEX AND ANI (Verified Page)
39925915994,14.84814167,-4.584905624,The Yankee Candle Company
3.62E+14,10.55722046,-4.331099033,Angie's BOOMCHICKAPOP
1.29E+11,23.14745903,-7.217607975,Houzz
22902635507,4.652244091,-4.775544167,Coldwell Banker Real Estate LLC
39097045588,-13.4967041,2.701016903,The Grommet (Verified Page)
7129388593,5.026397228,-6.025472164,Zillow
1.38E+11,39.39543152,-24.86336327,StriVectin (Verified Page)
2.73E+14,-50.8761673,-21.2148056,Inn at Perry Cabin by Belmond
1.24E+14,-51.50519943,-16.78183746,Comfort Inn Apple Valley
4.22E+14,-42.58692932,-17.35759926,The Westin Cape Coral Resort at Marina Village
1.99E+14,28.56712151,0.891801,Melanie Duncan
25111276360,32.14264679,0.994482756,Institute for Integrative Nutrition
1.33E+11,32.33174133,0.449002177,Hello Beautiful Face
3.31E+14,39.57241058,2.057739496,LoveAgain.com
81807779378,39.09009171,2.342993498,eHarmony
1.02E+14,38.22443008,1.760589719,MagicalButter.com
1.82E+14,-45.64844513,-21.91042519,Hotel Americano: Chelsea  New York
2.38E+11,-30.22821999,-13.35774803,Gray Line New York
1.21E+14,-44.63186264,-19.52467728,Hyatt Regency Miami
3.84E+14,-53.08432388,-11.11428261,Holiday Inn Express - State College
23878200830,-55.60947418,-12.00862598,Annapolis Waterfront Hotel  Autograph Collection
2.12E+14,-46.34450912,-26.86351204,Four Seasons Hotel Baltimore
1.27E+14,-47.22146225,-20.05090904,The Seagate Hotel & Spa
2.66E+14,-43.24595261,-25.8131218,Amangiri
11655332635,29.19180679,39.95228958,Saleen
1.98E+11,-45.82515335,-21.92059708,Loews Philadelphia Hotel
99589853597,-40.91685486,-18.17415237,Tuscana Resort Orlando by Aston
1.48E+11,-46.04824066,-18.94854927,DoubleTree By Hilton Hotel at the Entrance to Universal Orlando
1.91E+14,-61.01259995,-20.08745766,Blue Moon Hotel
60870622131,-47.77622986,-25.71182442,Mandarin Oriental  Washington DC
3.91E+14,-31.02197647,3.767072916,Fairfield Inn & Suites - Lock Haven
6105043609,-25.40674973,-11.20508194,Relic Entertainment (Verified Page)
3.91E+14,-24.94316673,-4.435732365,Corona Labs
1.11E+11,-44.48914719,-22.76516533,Avalon Hotel Beverly Hills
19564567448,-29.86497307,-10.61852932,MathWorks
4.59E+14,-48.35574722,-2.779633045,Tinybop  Inc.
1.69E+14,-25.32713699,-4.786112309,Chartboost
39764057287,-24.74668121,-11.65895176,Double Fine Productions
2.87E+14,-26.40908051,-8.270664215,GungHo Online Entertainment America  Inc. (Verified Page)
1.31E+14,-29.45748711,-9.984812737,Telestream Wirecast (Verified Page)
42734604570,-25.88414001,-10.09724331,ArenaNet
1.12E+11,-29.04037094,-8.896662712,Telestream  LLC
6.45E+14,-36.18587112,-8.150566101,DIVR Labs
1.17E+14,-28.14610481,-10.82334328,ThoughtWorks
1.55E+14,-29.2209053,-9.613489151,Tinkercad
1.23E+14,-25.36493874,-9.727869034,Daybreak Games
1.04E+14,-24.88209724,-4.365077496,Work4
1.13E+14,-30.84623337,20.30523682,Free Range Games
5.84E+14,-7.407193184,8.42402935,RYOBI Outdoor Products
1.11E+11,-44.58861542,-22.39425659,W New York - Union Square
2.21E+11,-45.21202087,-22.59910011,W Minneapolis - The Foshay
95520885919,-46.21595383,-26.07694054,W BOSTON
49105077377,28.35951042,5.208620071,Skullcandy
6415052155,27.31206512,4.600887299,Taco Cabana
2.82E+11,28.26638603,5.547395229,Harbor Freight Tools
1.34E+14,28.41165161,5.298518658,Cracker Jack
1.76E+11,34.37909698,4.328713417,Spencer's
1.80E+11,28.0730114,6.248473167,Margaritaville
87647167009,28.32620621,5.249699593,Redbox
11759377156,28.54643822,5.21980238,Silk (Verified Page)
2.65E+14,42.3104248,-2.990597486,Sweet Earth Foods
1.16E+11,41.01847458,35.11727905,Jelly Belly
2.15E+14,29.56209373,5.168660641,Funko
10185996596,20.59894562,34.17791748,Local Motors
1.06E+11,-5.019589424,22.95995712,The Clymb (Verified Page)
1.64E+14,-38.61713028,-22.70563889,Andaz 5th Avenue
86297077447,-38.17199707,-22.61051369,Hyatt Regency Orange County
1.75E+11,3.218837023,-2.626018286,Silhouette (Verified Page)
2.17E+14,50.83184052,37.61672974,Brother Crafts USA (Verified Page)
2.00E+11,23.9508934,0.629826605,Men's Wearhouse
2.03E+14,2.364501476,-2.748325109,Pilot Pen
1.23E+11,14.34581566,8.106855392,Hungry Howie's Pizza
43001607990,14.90090179,-5.12356329,www.LocalWineEvents.com
75681651558,3.332107782,-2.495163441,TALBOTS
61334055239,37.83708191,-0.984358311,Pottery Barn
92529599850,26.00274277,-6.262624264,James Avery Artisan Jewelry
3.52E+11,2.446277142,-2.81696105,Sylvie Collection
2.99E+11,4.636263847,-1.656147957,Cricut - The Official Page!
2.36E+14,-6.877779961,7.241354942,Nair (Verified Page)
84040312909,-33.24720764,35.05536652,Travel Excellence
1.85E+11,34.68330002,-1.381143093,KONG
2.14E+11,-25.0687809,29.10091591,BJ's Wholesale Club
1.49E+11,-5.308213234,3.408605814,Wholly Guacamole (Verified Page)
3.01E+11,-4.726137161,-50.97634125,Smyth  a Thompson Hotel
14457426444,4.138419151,-30.78009796,Roar Africa
8.20E+14,1.264718771,-51.76887131,Hotel Edison
3.13E+11,-4.397722721,-53.17338562,Trump International Hotel & Tower New York-Central Park (Verified Page)
1.33E+14,-47.07037354,-24.9405117,The Mark
4.91E+14,-4.199130535,-53.04089355,citizenM New York Times Square
2.06E+14,-3.512344599,-52.50777817,Novotel New York Times Square
1.25E+11,-7.952906132,-46.3757019,Viceroy Santa Monica
9736862409,-22.76153755,-53.3858757,Auntie Anne's
1.29E+11,-3.273979187,-51.91180038,The Chatwal  A Luxury Collection Hotel  New York
1.65E+14,0.848401546,-51.09388733,Washington Jefferson Hotel
2.10E+14,-5.430713654,8.736801147,Treasure Cave Cheese
56758148232,6.675236702,15.14342499,Holiday Inn Chicago Mart Plaza River North
1.94E+11,-22.33136368,-53.58527756,Golden Corral
2.10E+14,-6.58002615,-3.441631317,STAINMASTER (Verified Page)
1.18E+11,-15.86682415,-42.42899323,Fairmont Washington  D.C.  Georgetown
1.28E+14,-20.0036087,-44.66569901,Radisson Blu Mall Of America
1.16E+14,-0.431922436,-54.98535156,Ace Hotel New York (Verified Page)
3.26E+11,-12.67526054,-56.09656143,Residence Inn by Marriott Charlotte Uptown
59400905683,-16.10560036,-58.57983017,Loews Vanderbilt Hotel
2.80E+14,-17.95625496,-41.34350967,Roberts Resorts
3.45E+11,-12.69155025,-43.32623672,Wine & Roses Hotel.Restaurant.Spa
1.47E+14,-8.741607666,-62.43202209,Stanford Court San Francisco
3.60E+11,-3.664543152,-42.96493149,DAWGS Footwear
2.75E+14,-19.27818489,-41.01637268,Cambria hotel & suites Chicago Magnificent Mile
2.89E+14,-41.76133728,-21.68351555,The Westin Lake Las Vegas Resort & Spa
54351552229,-13.93255806,-41.8634491,Cavallo Point: The Lodge at the Golden Gate; Fort Baker  San Francisco Bay
2.78E+14,-5.063481331,-48.24113464,"The Standard, East Village NY"
5.16E+14,-15.65024948,-55.79821014,Omni Nashville Hotel
53407137038,-5.143035889,-38.94775391,New York - New York Hotel & Casino Las Vegas (Verified Page)
1.16E+14,-18.92996597,-52.96619034,Comfort Inn & Suites at Dollywood Lane
1.78E+14,-6.807837009,-44.5999527,Hard Rock Hotel Palm Springs
1.23E+14,-9.907059669,-61.33303452,Hyatt Regency Phoenix
12477841287,-22.24477577,-53.73505402,Taco Bueno
1.60E+11,-6.613862038,-51.17253494,Hotel Monaco Chicago - A Kimpton Hotel
1.88E+11,-14.07600403,-44.98237228,Cheyenne Mountain Colorado Springs  A Dolce Resort
2.97E+14,-11.06965637,-60.07906723,Benchmark Resorts & Hotels
55738302826,51.98793411,32.8847084,Caesarstone US
34239179974,-7.869519711,-66.65402985,W Scottsdale
1.15E+11,-48.87427902,-25.79674339,Kimpton EPIC Hotel
1.02E+11,-43.15145493,-19.48816681,Clarion Resort Fontainebleau Hotel
1.12E+11,-48.23546982,-23.41178322,The Algonquin Hotel Times Square  Autograph Collection
1.11E+11,-46.57711792,-25.30451584,Luxe Rodeo Drive Hotel
72748492730,-36.88411713,-6.498925686,Charlotte Russe
1.28E+14,-46.05360413,-21.03588486,Kimpton Hotel Monaco Philadelphia
1.79E+11,-57.60982132,-6.56465435,Kimpton Hotel Eventi
7565272663,42.06569672,33.96792221,PromGirl.com
2.17E+14,-7.831866741,38.29019928,Priority Dispatch Corp.
58977478716,45.03372192,-22.45952034,Sexy Hair
1.92E+14,5.858800888,61.98461914,New Balance Atlanta at East Cobb
1.23E+14,3.391778231,61.68448257,New Balance Seattle
1.30E+14,-14.97134781,2.219805956,New Balance Victoria
1.13E+14,52.77109528,30.28513145,Hotels.com
5.72E+14,-12.47957325,35.99511719,Farmobile
1.30E+11,29.79846191,36.65979385,MBRP Performance Exhaust
32433693228,-4.252473354,-44.69681931,"Flo, the Progressive Girl"
1.49E+14,2.754234076,56.5244751,CAKE
11859103092,-6.806030273,40.2513237,L'OCCITANE en Provence
1.91E+11,6.977629662,54.02051926,Microsoft Imagine (Verified Page)
4.84E+14,3.483887672,61.9090538,Tubular Labs
1.44E+11,-4.448577881,-44.75564194,Louisiana Hot Sauce
7.27E+14,-0.477818429,-50.80385971,Iberostar Berkeley
1.46E+14,-1.538926363,51.86866379,Carestream Dental
1.09E+14,-20.22361946,-44.58020782,GrandStay Hotels
2.14E+14,6.011229038,43.64690399,Bobing Fishing
48366577177,1.187620878,59.0587883,BodyCraft
1.28E+14,-3.469121218,-44.81295013,Cholula Hot Sauce (Verified Page)
1.59E+14,-36.64916992,-11.63703537,Room Mate Grace Hotel
33674555823,-4.391483307,-44.69394684,Pinup Girl Clothing
4.27E+11,4.745754242,62.67782593,SpyFu
3.65E+14,-2.908735514,55.24173355,Dimecuba
3.16E+14,-12.97978497,34.00483322,Scott Yancey  Goliath Company  Flipping Vegas
2.17E+14,-3.197365046,-44.18370819,SLS Las Vegas Hotel & Casino
1.97E+14,5.815059662,62.02296066,New Balance Atlanta at North Point
2.67E+14,34.94171524,-4.805799007,Curvy Girl Lingerie
1.40E+14,-12.58466339,35.93710327,Royal Resorts Caribbean
2.89E+11,-2.0904181,59.42425156,ZVRS
1.43E+14,5.483017445,61.49716187,New Balance Buckhead
1.00E+11,-40.07246399,-24.49300957,Hyatt at Olive 8
1.08E+11,-38.25836182,-22.49537086,Hyatt Regency Guam
92996622044,-43.1014328,-19.86377525,Hyatt Regency Morristown
1.49E+14,-46.42139816,-23.11487579,Hyatt Centric Times Square
84588539682,-46.90071487,-13.95004559,Hyatt Regency Reston
1.79E+11,-28.24110222,14.10084248,Kabbage (Verified Page)
1.73E+11,-45.85438156,-12.28280163,Hyatt Regency Austin
93894913892,-41.32714844,-11.65775585,Hotel Indigo Athens Downtown - Univ Area
1.03E+11,-46.28177261,-21.7738533,Hyatt Regency Jersey City
44694389335,48.36491776,-39.67900085,Swanson Health Products
1.08E+14,38.83211136,-27.22364235,Vichy (Verified Page)
6.81E+14,45.58094788,-30.53858757,LANEIGE USA (Verified Page)
64819929264,48.46701813,-28.59739304,Biore Skincare
2.12E+14,42.75642395,-29.43527412,Scott Products (Verified Page)
1.00E+11,49.56729126,-36.7720871,Tweezerman (Verified Page)
1.96E+11,46.77505112,-27.19028473,No7 USA (Verified Page)
7.15E+14,48.09083176,-27.91322136,Sensodyne US (Verified Page)
2.71E+11,49.59139633,-43.49857712,Tom's Of Maine
2.55E+11,40.00721359,-24.2301712,NewYorkDress.com
32637911996,44.18226242,-30.52086258,H2O+ Beauty
1.63E+14,43.57070923,-30.45467567,Tampico Beverages Official
3.57E+11,43.01938248,-28.96387672,NeilMed Sinus Rinse
51600822555,43.77576828,-31.26619148,BzzAgent
2.58E+14,51.08325195,-43.05714417,SensatioNail
1.34E+14,31.3307209,37.95462799,Lamborghini Miami
1.55E+14,30.71608353,37.57110214,Advance Auto Parts
1.20E+14,31.59763336,37.27625275,Alligator Performance
49386122065,31.21281815,36.90874481,Parts Express
1.05E+14,29.55808258,36.79283905,BD Diesel Performance
